"id","student_name","admission_date","major","gpa","email","phone","address","city","state","zip_code","country","enrollment_status","tuition_paid","scholarship","date_of_birth","emergency_contact","emergency_phone","academic_advisor","graduation_year","last_updated"
1585,"Student 1585","2025-01-25","Computer Science","2.06","student1585@example.com","(956) 845-7703","1585 Main St","New York","NY","47489","USA","Part-Time","46118.34",True,"1995-04-18","Contact 1585","(746) 526-5717","Advisor 6",2025,"2025-08-20 00:13:10.943657"
1586,"Student 1586","2024-12-25","Mathematics","2.46","student1586@example.com","(272) 668-2875","1586 Main St","Los Angeles","CA","47961","USA","On-Leave","3290.07",False,"1995-09-18","Contact 1586","(947) 979-7664","Advisor 7",2026,"2025-08-20 00:13:10.943657"
1587,"Student 1587","2025-07-17","Physics","2.53","student1587@example.com","(166) 145-9550","1587 Main St","Chicago","IL","61075","USA","Full-Time","11341.29",False,"1995-02-05","Contact 1587","(123) 606-6078","Advisor 8",2027,"2025-08-20 00:13:10.943657"
1588,"Student 1588","2025-06-27","Biology","1.73","student1588@example.com","(385) 615-0802","1588 Main St","Houston","TX","66947","USA","Part-Time","14185.25",False,"1995-05-09","Contact 1588","(669) 304-7167","Advisor 9",2024,"2025-08-20 00:13:10.943657"
1589,"Student 1589","2025-05-19","History","3.80","student1589@example.com","(416) 100-0998","1589 Main St","Phoenix","AZ","95007","USA","On-Leave","30502.10",False,"1995-04-17","Contact 1589","(606) 365-6712","Advisor 10",2025,"2025-08-20 00:13:10.943657"
1590,"Student 1590","2025-01-07","Computer Science","0.60","student1590@example.com","(186) 852-1056","1590 Main St","New York","NY","00461","USA","Full-Time","4255.06",True,"1995-03-17","Contact 1590","(541) 269-6111","Advisor 1",2026,"2025-08-20 00:13:10.943657"
1591,"Student 1591","2024-10-13","Mathematics","2.91","student1591@example.com","(444) 148-1906","1591 Main St","Los Angeles","CA","17685","USA","Part-Time","35794.32",False,"1995-12-21","Contact 1591","(975) 611-6230","Advisor 2",2027,"2025-08-20 00:13:10.943657"
1592,"Student 1592","2025-07-27","Physics","2.37","student1592@example.com","(727) 302-1608","1592 Main St","Chicago","IL","78442","USA","On-Leave","7987.53",False,"1995-12-20","Contact 1592","(965) 666-5498","Advisor 3",2024,"2025-08-20 00:13:10.943657"
1593,"Student 1593","2025-01-14","Biology","2.64","student1593@example.com","(715) 837-1297","1593 Main St","Houston","TX","99827","USA","Full-Time","9093.99",False,"1995-07-08","Contact 1593","(467) 963-0523","Advisor 4",2025,"2025-08-20 00:13:10.943657"
1594,"Student 1594","2024-09-16","History","3.32","student1594@example.com","(293) 294-3995","1594 Main St","Phoenix","AZ","76610","USA","Part-Time","47811.81",False,"1995-03-02","Contact 1594","(938) 931-5098","Advisor 5",2026,"2025-08-20 00:13:10.943657"
1595,"Student 1595","2025-04-28","Computer Science","3.35","student1595@example.com","(182) 463-6540","1595 Main St","New York","NY","65604","USA","On-Leave","1290.84",True,"1995-08-08","Contact 1595","(201) 543-5269","Advisor 6",2027,"2025-08-20 00:13:10.943657"
1596,"Student 1596","2024-10-28","Mathematics","3.45","student1596@example.com","(742) 921-8562","1596 Main St","Los Angeles","CA","27593","USA","Full-Time","7193.09",False,"1995-04-02","Contact 1596","(688) 748-0984","Advisor 7",2024,"2025-08-20 00:13:10.943657"
1597,"Student 1597","2025-04-20","Physics","3.31","student1597@example.com","(260) 859-8368","1597 Main St","Chicago","IL","52316","USA","Part-Time","22987.73",False,"1995-11-17","Contact 1597","(307) 602-6742","Advisor 8",2025,"2025-08-20 00:13:10.943657"
1598,"Student 1598","2024-11-19","Biology","3.25","student1598@example.com","(181) 354-7223","1598 Main St","Houston","TX","56875","USA","On-Leave","29527.94",False,"1995-02-24","Contact 1598","(156) 380-3139","Advisor 9",2026,"2025-08-20 00:13:10.943657"
1599,"Student 1599","2024-10-26","History","2.71","student1599@example.com","(714) 559-9391","1599 Main St","Phoenix","AZ","87173","USA","Full-Time","43536.25",False,"1995-09-06","Contact 1599","(978) 715-4807","Advisor 10",2027,"2025-08-20 00:13:10.943657"
1600,"Student 1600","2024-11-20","Computer Science","1.47","student1600@example.com","(222) 685-5857","1600 Main St","New York","NY","68712","USA","Part-Time","41139.73",True,"1995-12-12","Contact 1600","(381) 681-7248","Advisor 1",2024,"2025-08-20 00:13:10.943657"
1601,"Student 1601","2025-05-04","Mathematics","3.81","student1601@example.com","(122) 599-4052","1601 Main St","Los Angeles","CA","80308","USA","On-Leave","13968.51",False,"1995-02-06","Contact 1601","(694) 102-3897","Advisor 2",2025,"2025-08-20 00:13:10.943657"
1602,"Student 1602","2025-08-05","Physics","2.62","student1602@example.com","(717) 180-9035","1602 Main St","Chicago","IL","44975","USA","Full-Time","39997.64",False,"1995-05-17","Contact 1602","(351) 602-1058","Advisor 3",2026,"2025-08-20 00:13:10.943657"
1603,"Student 1603","2025-01-19","Biology","0.02","student1603@example.com","(402) 812-3307","1603 Main St","Houston","TX","93733","USA","Part-Time","13301.18",False,"1995-08-04","Contact 1603","(116) 365-1843","Advisor 4",2027,"2025-08-20 00:13:10.943657"
1604,"Student 1604","2025-06-27","History","1.50","student1604@example.com","(708) 144-8444","1604 Main St","Phoenix","AZ","49350","USA","On-Leave","30611.81",False,"1995-05-07","Contact 1604","(817) 938-0156","Advisor 5",2024,"2025-08-20 00:13:10.943657"
1605,"Student 1605","2025-06-19","Computer Science","1.65","student1605@example.com","(713) 709-0827","1605 Main St","New York","NY","73555","USA","Full-Time","41176.36",True,"1995-06-02","Contact 1605","(380) 595-9652","Advisor 6",2025,"2025-08-20 00:13:10.943657"
1606,"Student 1606","2025-07-02","Mathematics","3.96","student1606@example.com","(801) 880-2840","1606 Main St","Los Angeles","CA","69602","USA","Part-Time","6300.50",False,"1995-07-03","Contact 1606","(655) 260-9121","Advisor 7",2026,"2025-08-20 00:13:10.943657"
1607,"Student 1607","2025-01-12","Physics","0.49","student1607@example.com","(864) 899-5790","1607 Main St","Chicago","IL","20967","USA","On-Leave","2806.56",False,"1995-07-19","Contact 1607","(370) 505-1734","Advisor 8",2027,"2025-08-20 00:13:10.943657"
1608,"Student 1608","2024-12-03","Biology","2.85","student1608@example.com","(195) 924-7133","1608 Main St","Houston","TX","07283","USA","Full-Time","185.45",False,"1995-05-14","Contact 1608","(188) 466-5596","Advisor 9",2024,"2025-08-20 00:13:10.943657"
1609,"Student 1609","2025-05-29","History","1.04","student1609@example.com","(709) 223-4344","1609 Main St","Phoenix","AZ","19616","USA","Part-Time","4168.51",False,"1995-06-25","Contact 1609","(573) 771-5449","Advisor 10",2025,"2025-08-20 00:13:10.943657"
1610,"Student 1610","2025-03-11","Computer Science","2.59","student1610@example.com","(763) 663-2401","1610 Main St","New York","NY","05351","USA","On-Leave","35032.63",True,"1995-01-17","Contact 1610","(190) 340-1604","Advisor 1",2026,"2025-08-20 00:13:10.943657"
1611,"Student 1611","2025-06-16","Mathematics","2.76","student1611@example.com","(451) 334-7346","1611 Main St","Los Angeles","CA","62447","USA","Full-Time","1984.50",False,"1995-09-09","Contact 1611","(485) 128-4060","Advisor 2",2027,"2025-08-20 00:13:10.943657"
1612,"Student 1612","2025-02-28","Physics","2.72","student1612@example.com","(763) 116-9236","1612 Main St","Chicago","IL","55862","USA","Part-Time","38725.54",False,"1995-09-26","Contact 1612","(979) 156-5062","Advisor 3",2024,"2025-08-20 00:13:10.943657"
1613,"Student 1613","2025-08-17","Biology","0.83","student1613@example.com","(674) 981-4924","1613 Main St","Houston","TX","82427","USA","On-Leave","1602.97",False,"1995-12-27","Contact 1613","(787) 779-8151","Advisor 4",2025,"2025-08-20 00:13:10.943657"
1614,"Student 1614","2025-02-03","History","2.42","student1614@example.com","(929) 778-4302","1614 Main St","Phoenix","AZ","72351","USA","Full-Time","13674.16",False,"1995-03-28","Contact 1614","(533) 985-2835","Advisor 5",2026,"2025-08-20 00:13:10.943657"
1615,"Student 1615","2025-05-24","Computer Science","2.25","student1615@example.com","(308) 117-9237","1615 Main St","New York","NY","49272","USA","Part-Time","49407.47",True,"1995-11-08","Contact 1615","(497) 180-5460","Advisor 6",2027,"2025-08-20 00:13:10.943657"
1616,"Student 1616","2025-08-10","Mathematics","1.65","student1616@example.com","(225) 380-6498","1616 Main St","Los Angeles","CA","76836","USA","On-Leave","17508.91",False,"1995-02-12","Contact 1616","(212) 922-4675","Advisor 7",2024,"2025-08-20 00:13:10.943657"
1617,"Student 1617","2025-06-15","Physics","2.90","student1617@example.com","(751) 917-2849","1617 Main St","Chicago","IL","05626","USA","Full-Time","12648.71",False,"1995-10-03","Contact 1617","(299) 913-8570","Advisor 8",2025,"2025-08-20 00:13:10.943657"
1618,"Student 1618","2025-01-02","Biology","0.57","student1618@example.com","(547) 354-7825","1618 Main St","Houston","TX","51484","USA","Part-Time","6593.33",False,"1995-10-15","Contact 1618","(716) 845-2933","Advisor 9",2026,"2025-08-20 00:13:10.943657"
1619,"Student 1619","2024-12-01","History","1.19","student1619@example.com","(974) 938-0170","1619 Main St","Phoenix","AZ","63054","USA","On-Leave","3245.44",False,"1995-12-10","Contact 1619","(744) 703-5795","Advisor 10",2027,"2025-08-20 00:13:10.943657"
1620,"Student 1620","2025-07-12","Computer Science","3.23","student1620@example.com","(644) 578-4338","1620 Main St","New York","NY","42953","USA","Full-Time","16759.21",True,"1995-07-26","Contact 1620","(695) 884-0336","Advisor 1",2024,"2025-08-20 00:13:10.943657"
1621,"Student 1621","2024-10-13","Mathematics","3.56","student1621@example.com","(587) 157-7582","1621 Main St","Los Angeles","CA","01903","USA","Part-Time","2794.91",False,"1995-08-30","Contact 1621","(510) 362-5884","Advisor 2",2025,"2025-08-20 00:13:10.943657"
1622,"Student 1622","2024-11-08","Physics","1.22","student1622@example.com","(589) 993-4679","1622 Main St","Chicago","IL","84321","USA","On-Leave","12700.78",False,"1995-12-18","Contact 1622","(239) 479-7007","Advisor 3",2026,"2025-08-20 00:13:10.943657"
1623,"Student 1623","2025-03-18","Biology","3.61","student1623@example.com","(148) 992-3238","1623 Main St","Houston","TX","99432","USA","Full-Time","3457.95",False,"1995-11-19","Contact 1623","(640) 755-0096","Advisor 4",2027,"2025-08-20 00:13:10.943657"
1624,"Student 1624","2025-02-04","History","2.90","student1624@example.com","(490) 618-8891","1624 Main St","Phoenix","AZ","39992","USA","Part-Time","31028.17",False,"1995-02-06","Contact 1624","(452) 914-6791","Advisor 5",2024,"2025-08-20 00:13:10.943657"
1625,"Student 1625","2024-09-07","Computer Science","3.86","student1625@example.com","(261) 653-6337","1625 Main St","New York","NY","94920","USA","On-Leave","29913.35",True,"1995-01-02","Contact 1625","(792) 986-3881","Advisor 6",2025,"2025-08-20 00:13:10.943657"
1626,"Student 1626","2024-09-19","Mathematics","1.10","student1626@example.com","(123) 410-8216","1626 Main St","Los Angeles","CA","92579","USA","Full-Time","40686.03",False,"1995-03-18","Contact 1626","(368) 463-5919","Advisor 7",2026,"2025-08-20 00:13:10.943657"
1627,"Student 1627","2025-03-11","Physics","3.06","student1627@example.com","(153) 399-9564","1627 Main St","Chicago","IL","35694","USA","Part-Time","39055.82",False,"1995-12-26","Contact 1627","(797) 558-1236","Advisor 8",2027,"2025-08-20 00:13:10.943657"
1628,"Student 1628","2025-01-13","Biology","0.43","student1628@example.com","(518) 237-5782","1628 Main St","Houston","TX","55327","USA","On-Leave","39619.98",False,"1995-11-27","Contact 1628","(711) 657-7103","Advisor 9",2024,"2025-08-20 00:13:10.943657"
1629,"Student 1629","2024-11-19","History","3.42","student1629@example.com","(643) 491-3736","1629 Main St","Phoenix","AZ","58783","USA","Full-Time","43913.18",False,"1995-10-10","Contact 1629","(464) 840-2153","Advisor 10",2025,"2025-08-20 00:13:10.943657"
1630,"Student 1630","2025-02-26","Computer Science","3.00","student1630@example.com","(865) 674-2511","1630 Main St","New York","NY","19535","USA","Part-Time","21627.29",True,"1995-06-04","Contact 1630","(909) 917-6606","Advisor 1",2026,"2025-08-20 00:13:10.943657"
1631,"Student 1631","2025-06-03","Mathematics","3.50","student1631@example.com","(453) 334-2691","1631 Main St","Los Angeles","CA","40684","USA","On-Leave","17221.17",False,"1995-10-16","Contact 1631","(243) 507-6151","Advisor 2",2027,"2025-08-20 00:13:10.943657"
1632,"Student 1632","2024-11-25","Physics","3.83","student1632@example.com","(547) 125-9474","1632 Main St","Chicago","IL","69933","USA","Full-Time","28175.56",False,"1995-11-09","Contact 1632","(752) 637-2541","Advisor 3",2024,"2025-08-20 00:13:10.943657"
1633,"Student 1633","2024-09-04","Biology","0.40","student1633@example.com","(181) 117-5724","1633 Main St","Houston","TX","07404","USA","Part-Time","35547.10",False,"1995-04-11","Contact 1633","(757) 535-6889","Advisor 4",2025,"2025-08-20 00:13:10.943657"
1634,"Student 1634","2024-10-16","History","1.82","student1634@example.com","(141) 946-7785","1634 Main St","Phoenix","AZ","83681","USA","On-Leave","47767.99",False,"1995-12-05","Contact 1634","(904) 429-6024","Advisor 5",2026,"2025-08-20 00:13:10.943657"
1635,"Student 1635","2025-04-23","Computer Science","0.56","student1635@example.com","(437) 154-6438","1635 Main St","New York","NY","68003","USA","Full-Time","8879.53",True,"1995-11-16","Contact 1635","(232) 924-9779","Advisor 6",2027,"2025-08-20 00:13:10.943657"
1636,"Student 1636","2024-10-10","Mathematics","3.22","student1636@example.com","(811) 772-7218","1636 Main St","Los Angeles","CA","23507","USA","Part-Time","13768.37",False,"1995-09-22","Contact 1636","(177) 578-5695","Advisor 7",2024,"2025-08-20 00:13:10.943657"
1637,"Student 1637","2025-03-25","Physics","1.95","student1637@example.com","(372) 549-3956","1637 Main St","Chicago","IL","16183","USA","On-Leave","11679.99",False,"1995-04-28","Contact 1637","(192) 135-7990","Advisor 8",2025,"2025-08-20 00:13:10.943657"
1638,"Student 1638","2024-12-05","Biology","0.56","student1638@example.com","(678) 407-3314","1638 Main St","Houston","TX","45824","USA","Full-Time","34099.84",False,"1995-11-05","Contact 1638","(473) 582-4212","Advisor 9",2026,"2025-08-20 00:13:10.943657"
1639,"Student 1639","2024-09-29","History","3.19","student1639@example.com","(667) 562-8508","1639 Main St","Phoenix","AZ","63375","USA","Part-Time","39384.91",False,"1995-08-13","Contact 1639","(570) 819-0689","Advisor 10",2027,"2025-08-20 00:13:10.943657"
1640,"Student 1640","2024-09-13","Computer Science","1.79","student1640@example.com","(313) 307-2772","1640 Main St","New York","NY","56817","USA","On-Leave","440.14",True,"1995-11-26","Contact 1640","(116) 388-0678","Advisor 1",2024,"2025-08-20 00:13:10.943657"
1641,"Student 1641","2025-04-29","Mathematics","0.06","student1641@example.com","(405) 943-5462","1641 Main St","Los Angeles","CA","42167","USA","Full-Time","25150.64",False,"1995-04-30","Contact 1641","(691) 110-6999","Advisor 2",2025,"2025-08-20 00:13:10.943657"
1642,"Student 1642","2024-10-24","Physics","3.33","student1642@example.com","(166) 780-5722","1642 Main St","Chicago","IL","90657","USA","Part-Time","4227.57",False,"1995-02-12","Contact 1642","(414) 496-3522","Advisor 3",2026,"2025-08-20 00:13:10.943657"
1643,"Student 1643","2025-05-29","Biology","0.56","student1643@example.com","(989) 750-3140","1643 Main St","Houston","TX","73069","USA","On-Leave","31621.66",False,"1995-02-26","Contact 1643","(747) 164-0167","Advisor 4",2027,"2025-08-20 00:13:10.943657"
1644,"Student 1644","2024-11-10","History","0.15","student1644@example.com","(114) 414-0378","1644 Main St","Phoenix","AZ","06252","USA","Full-Time","17873.76",False,"1995-08-07","Contact 1644","(861) 210-6541","Advisor 5",2024,"2025-08-20 00:13:10.943657"
1645,"Student 1645","2025-06-06","Computer Science","2.04","student1645@example.com","(902) 914-0506","1645 Main St","New York","NY","15719","USA","Part-Time","26267.45",True,"1995-04-05","Contact 1645","(416) 475-9410","Advisor 6",2025,"2025-08-20 00:13:10.943657"
1646,"Student 1646","2025-06-02","Mathematics","1.79","student1646@example.com","(389) 495-1350","1646 Main St","Los Angeles","CA","69331","USA","On-Leave","16892.85",False,"1995-07-30","Contact 1646","(567) 921-8519","Advisor 7",2026,"2025-08-20 00:13:10.943657"
1647,"Student 1647","2024-12-14","Physics","1.98","student1647@example.com","(274) 699-2659","1647 Main St","Chicago","IL","18212","USA","Full-Time","22501.77",False,"1995-06-13","Contact 1647","(239) 319-9417","Advisor 8",2027,"2025-08-20 00:13:10.943657"
1648,"Student 1648","2025-04-18","Biology","1.97","student1648@example.com","(996) 382-2809","1648 Main St","Houston","TX","54081","USA","Part-Time","45252.88",False,"1995-02-04","Contact 1648","(108) 935-9927","Advisor 9",2024,"2025-08-20 00:13:10.943657"
1649,"Student 1649","2024-11-25","History","2.53","student1649@example.com","(827) 127-4450","1649 Main St","Phoenix","AZ","66820","USA","On-Leave","40753.80",False,"1995-04-26","Contact 1649","(650) 593-3888","Advisor 10",2025,"2025-08-20 00:13:10.943657"
1650,"Student 1650","2025-05-06","Computer Science","1.48","student1650@example.com","(296) 962-8219","1650 Main St","New York","NY","50739","USA","Full-Time","32761.74",True,"1995-03-26","Contact 1650","(192) 451-1413","Advisor 1",2026,"2025-08-20 00:13:10.943657"
1651,"Student 1651","2025-07-05","Mathematics","0.98","student1651@example.com","(724) 981-3858","1651 Main St","Los Angeles","CA","49888","USA","Part-Time","49796.00",False,"1995-07-20","Contact 1651","(965) 527-3497","Advisor 2",2027,"2025-08-20 00:13:10.943657"
1652,"Student 1652","2025-08-04","Physics","3.36","student1652@example.com","(174) 854-8114","1652 Main St","Chicago","IL","87848","USA","On-Leave","22184.46",False,"1995-09-07","Contact 1652","(642) 811-4879","Advisor 3",2024,"2025-08-20 00:13:10.943657"
1653,"Student 1653","2025-04-17","Biology","1.05","student1653@example.com","(219) 925-6048","1653 Main St","Houston","TX","96496","USA","Full-Time","47299.70",False,"1995-02-03","Contact 1653","(997) 547-1783","Advisor 4",2025,"2025-08-20 00:13:10.943657"
1654,"Student 1654","2025-06-04","History","3.49","student1654@example.com","(316) 614-1351","1654 Main St","Phoenix","AZ","75495","USA","Part-Time","43442.45",False,"1995-07-14","Contact 1654","(790) 558-8462","Advisor 5",2026,"2025-08-20 00:13:10.943657"
1655,"Student 1655","2024-09-21","Computer Science","2.26","student1655@example.com","(904) 651-5735","1655 Main St","New York","NY","40668","USA","On-Leave","8587.78",True,"1995-07-25","Contact 1655","(396) 234-5636","Advisor 6",2027,"2025-08-20 00:13:10.943657"
1656,"Student 1656","2025-06-18","Mathematics","1.62","student1656@example.com","(489) 804-4100","1656 Main St","Los Angeles","CA","04865","USA","Full-Time","16346.99",False,"1995-06-16","Contact 1656","(154) 942-0062","Advisor 7",2024,"2025-08-20 00:13:10.943657"
1657,"Student 1657","2024-10-27","Physics","1.12","student1657@example.com","(690) 273-9879","1657 Main St","Chicago","IL","51917","USA","Part-Time","48965.30",False,"1995-10-14","Contact 1657","(696) 128-1537","Advisor 8",2025,"2025-08-20 00:13:10.943657"
1658,"Student 1658","2024-09-30","Biology","2.95","student1658@example.com","(618) 284-1980","1658 Main St","Houston","TX","35275","USA","On-Leave","32244.93",False,"1995-04-20","Contact 1658","(328) 124-9281","Advisor 9",2026,"2025-08-20 00:13:10.943657"
1659,"Student 1659","2024-10-30","History","1.14","student1659@example.com","(590) 572-7914","1659 Main St","Phoenix","AZ","48912","USA","Full-Time","893.02",False,"1995-06-16","Contact 1659","(661) 664-5541","Advisor 10",2027,"2025-08-20 00:13:10.943657"
1660,"Student 1660","2025-03-23","Computer Science","1.84","student1660@example.com","(897) 506-0290","1660 Main St","New York","NY","17368","USA","Part-Time","36620.61",True,"1995-07-04","Contact 1660","(382) 805-0722","Advisor 1",2024,"2025-08-20 00:13:10.943657"
1661,"Student 1661","2025-05-21","Mathematics","0.05","student1661@example.com","(611) 324-8598","1661 Main St","Los Angeles","CA","17020","USA","On-Leave","278.50",False,"1995-10-29","Contact 1661","(146) 670-5185","Advisor 2",2025,"2025-08-20 00:13:10.943657"
1662,"Student 1662","2025-03-28","Physics","1.53","student1662@example.com","(947) 756-8020","1662 Main St","Chicago","IL","62549","USA","Full-Time","12910.05",False,"1995-08-25","Contact 1662","(679) 324-8984","Advisor 3",2026,"2025-08-20 00:13:10.943657"
1663,"Student 1663","2025-05-10","Biology","1.25","student1663@example.com","(889) 330-0176","1663 Main St","Houston","TX","20929","USA","Part-Time","36513.80",False,"1995-07-18","Contact 1663","(527) 750-3293","Advisor 4",2027,"2025-08-20 00:13:10.943657"
1664,"Student 1664","2025-01-04","History","2.77","student1664@example.com","(321) 997-7793","1664 Main St","Phoenix","AZ","72881","USA","On-Leave","47569.38",False,"1995-03-14","Contact 1664","(834) 576-4244","Advisor 5",2024,"2025-08-20 00:13:10.943657"
1665,"Student 1665","2025-07-22","Computer Science","3.12","student1665@example.com","(310) 123-2882","1665 Main St","New York","NY","82911","USA","Full-Time","41485.10",True,"1995-04-14","Contact 1665","(570) 143-7438","Advisor 6",2025,"2025-08-20 00:13:10.943657"
1666,"Student 1666","2025-02-17","Mathematics","3.79","student1666@example.com","(533) 479-5806","1666 Main St","Los Angeles","CA","46938","USA","Part-Time","45088.22",False,"1995-08-13","Contact 1666","(379) 433-2907","Advisor 7",2026,"2025-08-20 00:13:10.943657"
1667,"Student 1667","2024-08-28","Physics","0.73","student1667@example.com","(280) 954-9169","1667 Main St","Chicago","IL","42783","USA","On-Leave","11011.39",False,"1995-12-29","Contact 1667","(355) 229-5371","Advisor 8",2027,"2025-08-20 00:13:10.943657"
1668,"Student 1668","2024-08-30","Biology","0.52","student1668@example.com","(191) 195-1422","1668 Main St","Houston","TX","90326","USA","Full-Time","31601.71",False,"1995-03-02","Contact 1668","(574) 723-0376","Advisor 9",2024,"2025-08-20 00:13:10.943657"
1669,"Student 1669","2025-05-18","History","0.73","student1669@example.com","(109) 866-3862","1669 Main St","Phoenix","AZ","47435","USA","Part-Time","17721.40",False,"1995-12-26","Contact 1669","(551) 288-2881","Advisor 10",2025,"2025-08-20 00:13:10.943657"
1670,"Student 1670","2024-09-08","Computer Science","3.68","student1670@example.com","(309) 323-6899","1670 Main St","New York","NY","88533","USA","On-Leave","6140.03",True,"1995-12-18","Contact 1670","(831) 653-2445","Advisor 1",2026,"2025-08-20 00:13:10.943657"
1671,"Student 1671","2025-03-26","Mathematics","1.07","student1671@example.com","(765) 918-8351","1671 Main St","Los Angeles","CA","58669","USA","Full-Time","14846.80",False,"1995-01-16","Contact 1671","(747) 230-8821","Advisor 2",2027,"2025-08-20 00:13:10.943657"
1672,"Student 1672","2025-04-24","Physics","3.21","student1672@example.com","(122) 304-4245","1672 Main St","Chicago","IL","72599","USA","Part-Time","38599.20",False,"1995-02-18","Contact 1672","(955) 163-1654","Advisor 3",2024,"2025-08-20 00:13:10.943657"
1673,"Student 1673","2024-10-27","Biology","2.46","student1673@example.com","(161) 251-3831","1673 Main St","Houston","TX","80180","USA","On-Leave","14897.99",False,"1995-09-22","Contact 1673","(725) 434-6458","Advisor 4",2025,"2025-08-20 00:13:10.943657"
1674,"Student 1674","2025-04-22","History","3.68","student1674@example.com","(138) 253-8899","1674 Main St","Phoenix","AZ","71422","USA","Full-Time","12158.62",False,"1995-09-15","Contact 1674","(487) 554-0835","Advisor 5",2026,"2025-08-20 00:13:10.943657"
1675,"Student 1675","2025-01-12","Computer Science","1.67","student1675@example.com","(236) 760-9984","1675 Main St","New York","NY","69443","USA","Part-Time","43176.77",True,"1995-07-22","Contact 1675","(789) 217-7434","Advisor 6",2027,"2025-08-20 00:13:10.943657"
1676,"Student 1676","2025-03-05","Mathematics","0.47","student1676@example.com","(241) 376-7100","1676 Main St","Los Angeles","CA","34503","USA","On-Leave","16761.62",False,"1995-08-22","Contact 1676","(332) 617-1414","Advisor 7",2024,"2025-08-20 00:13:10.943657"
1677,"Student 1677","2024-11-06","Physics","2.46","student1677@example.com","(161) 889-4193","1677 Main St","Chicago","IL","46375","USA","Full-Time","1848.37",False,"1995-04-03","Contact 1677","(467) 248-6662","Advisor 8",2025,"2025-08-20 00:13:10.943657"
1678,"Student 1678","2025-06-08","Biology","1.33","student1678@example.com","(616) 892-1945","1678 Main St","Houston","TX","18893","USA","Part-Time","23570.06",False,"1995-01-31","Contact 1678","(609) 905-9343","Advisor 9",2026,"2025-08-20 00:13:10.943657"
1679,"Student 1679","2024-12-02","History","2.47","student1679@example.com","(734) 992-7558","1679 Main St","Phoenix","AZ","74562","USA","On-Leave","4767.12",False,"1995-04-22","Contact 1679","(393) 721-0473","Advisor 10",2027,"2025-08-20 00:13:10.943657"
1680,"Student 1680","2024-10-17","Computer Science","0.08","student1680@example.com","(651) 270-0409","1680 Main St","New York","NY","23757","USA","Full-Time","44618.36",True,"1995-09-29","Contact 1680","(341) 573-1708","Advisor 1",2024,"2025-08-20 00:13:10.943657"
1681,"Student 1681","2025-05-21","Mathematics","2.90","student1681@example.com","(633) 830-0573","1681 Main St","Los Angeles","CA","32604","USA","Part-Time","43066.94",False,"1995-01-17","Contact 1681","(743) 194-2329","Advisor 2",2025,"2025-08-20 00:13:10.943657"
1682,"Student 1682","2025-04-15","Physics","2.03","student1682@example.com","(959) 373-0062","1682 Main St","Chicago","IL","01039","USA","On-Leave","32439.12",False,"1995-03-27","Contact 1682","(120) 397-0013","Advisor 3",2026,"2025-08-20 00:13:10.943657"
1683,"Student 1683","2025-04-26","Biology","0.68","student1683@example.com","(610) 496-3885","1683 Main St","Houston","TX","03260","USA","Full-Time","13073.30",False,"1995-09-03","Contact 1683","(107) 613-6885","Advisor 4",2027,"2025-08-20 00:13:10.943657"
1684,"Student 1684","2025-05-05","History","0.72","student1684@example.com","(889) 344-4738","1684 Main St","Phoenix","AZ","39063","USA","Part-Time","40781.74",False,"1995-06-06","Contact 1684","(599) 559-0931","Advisor 5",2024,"2025-08-20 00:13:10.943657"
1685,"Student 1685","2024-09-13","Computer Science","2.01","student1685@example.com","(150) 912-9863","1685 Main St","New York","NY","52228","USA","On-Leave","27472.03",True,"1995-08-23","Contact 1685","(847) 224-0120","Advisor 6",2025,"2025-08-20 00:13:10.943657"
1686,"Student 1686","2025-06-29","Mathematics","0.52","student1686@example.com","(814) 516-1683","1686 Main St","Los Angeles","CA","76989","USA","Full-Time","43180.30",False,"1995-04-21","Contact 1686","(590) 748-1762","Advisor 7",2026,"2025-08-20 00:13:10.943657"
1687,"Student 1687","2024-12-27","Physics","1.63","student1687@example.com","(483) 359-7813","1687 Main St","Chicago","IL","01023","USA","Part-Time","34503.41",False,"1995-02-17","Contact 1687","(896) 165-9213","Advisor 8",2027,"2025-08-20 00:13:10.943657"
1688,"Student 1688","2025-06-14","Biology","2.87","student1688@example.com","(851) 530-4379","1688 Main St","Houston","TX","79884","USA","On-Leave","5028.20",False,"1995-03-31","Contact 1688","(746) 621-9105","Advisor 9",2024,"2025-08-20 00:13:10.943657"
1689,"Student 1689","2024-10-16","History","3.72","student1689@example.com","(503) 281-0585","1689 Main St","Phoenix","AZ","60474","USA","Full-Time","10402.09",False,"1995-09-17","Contact 1689","(777) 407-2917","Advisor 10",2025,"2025-08-20 00:13:10.943657"
1690,"Student 1690","2024-09-19","Computer Science","2.07","student1690@example.com","(249) 628-0976","1690 Main St","New York","NY","08952","USA","Part-Time","19630.03",True,"1995-11-17","Contact 1690","(120) 194-1991","Advisor 1",2026,"2025-08-20 00:13:10.943657"
1691,"Student 1691","2025-04-12","Mathematics","0.85","student1691@example.com","(860) 106-2996","1691 Main St","Los Angeles","CA","04597","USA","On-Leave","21035.24",False,"1995-11-18","Contact 1691","(341) 984-5812","Advisor 2",2027,"2025-08-20 00:13:10.943657"
1692,"Student 1692","2025-03-07","Physics","3.33","student1692@example.com","(543) 444-6151","1692 Main St","Chicago","IL","62031","USA","Full-Time","9706.60",False,"1995-10-06","Contact 1692","(705) 878-9365","Advisor 3",2024,"2025-08-20 00:13:10.943657"
